,Axis1,Axis2,Axis3
601,1.88427735,1.19360352,1.78955079
602,-1.9572754,1.06176758,1.49047852
603,1.88720704,1.10791016,1.63330079
604,1.9440918000000003,1.03271485,1.71118165
605,1.82739258,1.04223633,1.7385254
606,1.8425293000000003,1.04223633,1.77465821
607,1.79785157,1.01269532,1.75097657
608,1.79150391,1.04248047,1.78076172
609,1.78466797,1.0234375,1.77612305
610,1.79296875,1.04492188,-1.7619629
611,1.7644043000000003,1.02734375,1.82714844
612,1.76928711,1.02929688,1.82006836
613,1.7722168000000003,1.01049805,1.82421875
614,-1.7619629,1.03100586,1.81567383
615,1.77587891,0.98754883,1.87158204
616,1.73095704,1.01513672,1.51123047
617,1.72509766,1.15307618,1.3347168
618,-1.89501954,0.53247071,-1.64526368
619,1.15551758,-1.79248047,-1.83764649
620,1.03735352,1.15454102,1.95922852
621,1.20800782,1.60327149,1.84326172
622,1.55834961,1.1916503999999999,1.77832032
623,1.32299805,1.24340821,1.61132813
624,-1.68188477,-1.21655274,1.89306641
625,1.49731446,1.39306641,1.3659668
626,1.95996094,1.8972168000000003,1.50366211
627,-1.93115235,0.87988282,0.95458985
628,-1.86401368,1.04394532,-1.77978516
629,1.73535157,1.00195313,1.65185547
630,1.74902344,1.01831055,1.82104493
631,1.7890625,1.01123047,1.7109375
632,1.8256835999999999,1.05688477,1.66845704
633,1.8359375,1.02490235,1.69384766
634,1.83007813,1.05615235,1.66894532
635,1.8244629,1.06518555,1.65869141
636,1.83007813,1.05322266,1.66552735
637,1.82373047,1.03930665,1.67285157
638,1.8400879,1.05737305,1.67797852
639,1.83496094,-1.8088379,1.67431641
640,1.86376954,1.04199219,1.70629883
641,1.85107422,1.03930665,1.6940918000000003
642,1.8737793000000003,1.04589844,1.69604493
643,1.88110352,-1.80981446,1.71582032
644,1.88720704,1.03930665,1.72460938
645,1.86572266,1.02587891,1.70898438
646,1.87426758,1.02319336,1.73657227
647,1.87353516,1.01953125,1.72753907
648,1.88183594,1.02832032,1.71459961
649,1.89990235,1.04785157,1.72631836
650,1.91088868,1.05371094,1.73095704
651,1.87890625,1.04028321,1.72070313
652,1.88354493,1.0234375,1.71069336
653,1.88354493,1.03759766,1.72387696
654,1.88989258,1.03027344,1.7307129
655,1.93310547,1.10107422,1.78442383
656,1.91650391,1.05151368,1.71606446
657,1.89746094,1.0366210999999999,1.72949219
658,1.89257813,0.9729004000000001,1.68188477
659,1.88208008,0.90112305,1.62207032
660,1.94921875,1.70166016,-1.90429688
661,1.9831543000000003,1.0859375,1.53613282
662,-1.92016602,1.17309571,0.32543946
663,-1.84545899,1.02075196,1.18041993
664,-1.33300782,1.3503418,-1.9921875
